fecha,milisegundos,Nombre_episodio,razon_comienzo,razon_fin,aleatorio,saltado,idnt_episodio,idnt_comienzo,idnt_fin
2023-06-05 06:01:54+00:00,18467,MIX ACDC DJBM,appload,endplay,False,True,25,1,2
2023-06-06 20:41:40+00:00,54042,"Música milagrosa para dormir profundamente, relajarse, meditar, paz mental",clickrow,endplay,False,True,21,4,2
2023-06-06 20:41:59+00:00,3669,Hipnosis para dormir rápido y sin preocupaciones 🧘🎈✨,clickrow,endplay,False,True,51,4,2
2023-06-06 20:42:08+00:00,8217,Duerme sin ansiedad,clickrow,endplay,False,True,52,4,2
2023-06-06 20:42:42+00:00,34164,MÚSICA RELAJANTE PARA DORMIR en 8D para aliviar DOLORES MUSCULARES- Frecuencia Solfeggio 190hz,clickrow,endplay,False,True,53,4,2
2023-06-06 20:43:31+00:00,22153,2 horas de Ruido Blanco para siesta de tu bebé,clickrow,endplay,False,True,54,4,2
2023-06-06 20:43:44+00:00,11532,FALL INTO SLEEP INSTANTLY ★︎ Relaxing Music to Reduce Anxiety and Help You Sleep ★︎ Meditation,clickrow,endplay,False,True,55,4,2
2023-06-06 21:59:31+00:00,3618748,Powerful Binaural Beats Delta Waves + 432 Hz For Deep Sleep,clickrow,logout,False,False,56,4,7
2023-06-25 22:41:21+00:00,3605631,MÚSICA RELAJANTE PARA DORMIR en 8D para aliviar DOLORES MUSCULARES- Frecuencia Solfeggio 190hz,clickrow,logout,False,False,53,4,7
2023-06-26 21:35:46+00:00,1749005,"Música milagrosa para dormir profundamente, relajarse, meditar, paz mental",clickrow,trackdone,False,False,21,4,1
2023-08-03 22:10:13+00:00,1802005,"Música milagrosa para dormir profundamente, relajarse, meditar, paz mental",clickrow,endplay,False,True,21,4,2
2023-08-07 23:38:53+00:00,1802005,"Música milagrosa para dormir profundamente, relajarse, meditar, paz mental",clickrow,endplay,False,True,21,4,2
2023-10-15 21:45:38+00:00,30148,Hipnosis para dormir rápido 🧞✨,clickrow,endplay,False,True,57,4,2
2023-10-15 21:46:10+00:00,28736,Sueño Profundo y Reparación Con Antiestrés,clickrow,endplay,False,True,43,4,2
2023-10-15 21:46:30+00:00,19168,"Música milagrosa para dormir profundamente, relajarse, meditar, paz mental",clickrow,endplay,False,True,21,4,2
2023-10-15 21:53:52+00:00,364250,Duerme sin ansiedad,clickrow,endplay,False,True,52,4,2
2023-10-15 21:54:31+00:00,7160,"1. Meditación para dormir profundamente, relajación guiada.",clickrow,endplay,False,True,58,4,2
2023-10-15 21:55:55+00:00,74220,Hipnosis para dormir rápido 🧞✨,clickrow,endplay,False,True,57,4,2
2023-10-15 22:26:48+00:00,830700,"Música milagrosa para dormir profundamente, relajarse, meditar, paz mental",clickrow,logout,False,False,21,4,7
2023-10-16 08:34:53+00:00,2938,"Música milagrosa para dormir profundamente, relajarse, meditar, paz mental",appload,endplay,False,True,21,1,2
2023-12-20 12:02:59+00:00,397502,El Faro | Bucle,clickrow,unexpected-exit-while-paused,False,False,59,4,5
2023-12-20 13:02:17+00:00,2482,El Faro | Bucle,appload,endplay,False,True,59,1,2
2024-03-23 22:38:36+00:00,17297,"Música milagrosa para dormir profundamente, relajarse, meditar, paz mental",clickrow,endplay,False,True,21,4,2
2024-03-29 10:40:56+00:00,716498,BELARRIJANA 01 - Meta-belarrijana. Titanic eta politizazioa,playbtn,remote,False,False,60,8,8
2024-04-01 23:27:21+00:00,2400012,Musica para dormir rápido,clickrow,unexpected-exit,False,False,5,4,6
2024-04-09 23:14:18+00:00,17276,Hipnosis para dormir rápido y sin preocupaciones 🧘🎈✨,clickrow,endplay,False,True,51,4,2
2024-04-10 00:15:34+00:00,2384590,Sueño Profundo y Reparación Con Antiestrés,clickrow,logout,False,False,43,4,7
2024-05-07 23:45:07+00:00,2651496,Sueño Profundo y Reparación Con Antiestrés,clickrow,endplay,False,True,43,4,2
2024-05-08 00:25:15+00:00,1780236,Musica para dormir rápido,clickrow,logout,False,False,5,4,7
2024-05-15 23:34:54+00:00,2477192,Musica para dormir rápido,clickrow,trackdone,False,False,5,4,1
2024-05-15 23:44:57+00:00,20,Chuva Suave para Dormir ,trackdone,logout,False,False,6,2,7
2024-07-17 22:53:09+00:00,2706301,Sueño Profundo y Reparación Con Antiestrés,clickrow,logout,False,False,43,4,7
2024-08-07 00:14:44+00:00,2707390,Sueño Profundo y Reparación Con Antiestrés,clickrow,logout,False,False,43,4,7
2024-08-22 00:34:40+00:00,5409502,Sueño Profundo y Reparación Con Antiestrés,clickrow,logout,False,False,43,4,7
2024-08-27 01:10:24+00:00,2709574,Sueño Profundo y Reparación Con Antiestrés,clickrow,logout,False,False,43,4,7
2024-08-27 23:05:10+00:00,304580,Sueño Profundo y Reparación Con Antiestrés,appload,logout,False,False,43,1,7
2024-08-27 23:56:17+00:00,1671580,Sueño Profundo y Reparación Con Antiestrés,appload,logout,False,False,43,1,7
2024-09-11 21:55:22+00:00,3200,Desorden mental. 6 de enero de 1968.,clickrow,endplay,False,True,61,4,2
2024-09-11 22:00:40+00:00,314003,"Franz Kafka: su vida, su obra, su tiempo (I): Vida y tiempo de Kafka",clickrow,unexpected-exit-while-paused,False,False,62,4,5
2024-10-07 21:49:32+00:00,1686010,Sueño Profundo y Reparación Con Antiestrés,clickrow,endplay,False,True,43,4,2
2024-10-07 21:51:39+00:00,9970,Sanación y Milagros Sobrenaturales/ Historias Reales ,trackdone,backbtn,False,True,63,2,9
2024-10-07 22:46:45+00:00,2703520,Sueño Profundo y Reparación Con Antiestrés,backbtn,logout,False,False,43,7,7
2024-11-28 20:34:20+00:00,2880,Un libro una hora: El jugador - Fiódor Dostoyevski (28/02/2021),clickrow,endplay,False,True,64,4,2
2024-12-04 13:06:37+00:00,0,Las 4 claves para ser emocionalmente inteligente,unknown,endplay,False,True,65,9,2
